loyalty_number,primary_segment,next_best_action,priority_band,retention_priority_score,recovery_potential_band,recovery_potential_score_v2,clv,loyalty_value_at_risk,clv_tier,loyalty_card,province,city,behavioral_churn,formal_churn,churn_status_group,active_month_rate,inactive_months,flights_last_6m,points_collector_flag,sharp_drop_flag,seasonal_flag
760166,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6961.95,0.0,High Value,Aurora,Prince Edward Island,Charlottetown,0,0,Healthy Active,0.4583333333333333,13,16,1,0,0
494062,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6950.1,0.0,High Value,Star,Nova Scotia,Halifax,0,0,Healthy Active,0.5833333333333334,10,10,1,0,0
714206,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6950.1,0.0,High Value,Aurora,Quebec,Quebec City,0,0,Healthy Active,0.5833333333333334,10,4,0,0,0
442251,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6948.42,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.6363636363636364,4,33,1,0,0
690776,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6948.42,0.0,High Value,Nova,Alberta,Edmonton,0,0,Healthy Active,0.5,12,14,1,0,0
983242,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6948.33,0.0,High Value,Aurora,British Columbia,Dawson Creek,0,0,Healthy Active,0.7083333333333334,7,12,1,0,0
445673,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6947.52,0.0,High Value,Star,Alberta,Peace River,0,0,Healthy Active,0.625,9,5,1,0,0
925767,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6947.52,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.4545454545454545,6,41,1,0,0
383147,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6945.02,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5,12,8,0,0,0
585793,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6944.74,0.0,High Value,Nova,Ontario,London,0,0,Healthy Active,0.5416666666666666,11,9,1,0,0
358384,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6943.74,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,13,1,0,0
201115,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6941.87,0.0,High Value,Aurora,British Columbia,Victoria,0,0,Healthy Active,0.9090909090909092,1,50,1,0,0
527838,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6940.07,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.5416666666666666,11,14,1,0,0
185561,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6933.34,0.0,High Value,Nova,Manitoba,Winnipeg,0,0,Healthy Active,0.5416666666666666,11,14,1,0,0
601625,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6928.6,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.7272727272727273,3,28,1,0,0
548126,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6921.0,0.0,High Value,Nova,Quebec,Tremblant,0,0,Healthy Active,0.7083333333333334,7,18,1,0,0
485933,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6919.02,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.75,6,11,1,0,0
122456,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6915.73,0.0,High Value,Star,Alberta,Calgary,0,0,Healthy Active,0.625,9,13,1,0,0
347629,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6912.04,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,10,1,0,0
411204,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6907.55,0.0,High Value,Nova,Yukon,Whitehorse,0,0,Healthy Active,0.625,9,21,1,0,0
553089,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6900.95,0.0,High Value,Nova,New Brunswick,Fredericton,0,0,Healthy Active,0.7916666666666666,5,20,1,0,0
449084,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6897.51,0.0,High Value,Aurora,Nova Scotia,Halifax,0,0,Healthy Active,0.7083333333333334,7,16,1,0,0
489549,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6897.51,0.0,High Value,Aurora,Quebec,Quebec City,0,1,Recently Active Churn,0.1666666666666666,20,6,0,0,0
804328,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6896.09,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.75,6,16,1,0,0
155795,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6889.62,0.0,High Value,Aurora,British Columbia,Victoria,0,0,Healthy Active,1.0,0,40,1,0,0
506776,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6889.56,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5,12,8,1,0,0
830564,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6889.1,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.75,6,11,1,0,0
884505,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6880.63,0.0,High Value,Aurora,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,8,1,0,0
772381,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6880.47,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.6666666666666666,8,12,1,0,0
674933,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6878.01,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.9090909090909092,1,51,1,0,0
239184,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6877.82,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.875,3,21,1,0,0
577156,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6876.31,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.75,6,11,1,0,0
673492,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6875.61,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.7272727272727273,3,35,1,0,0
275846,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6874.33,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5454545454545454,5,38,1,0,0
392206,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6869.19,0.0,High Value,Aurora,British Columbia,West Vancouver,0,0,Healthy Active,0.7083333333333334,7,13,1,0,0
808353,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6866.09,0.0,High Value,Star,British Columbia,Whistler,0,0,Healthy Active,0.5,12,4,1,0,0
120868,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6862.87,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,10,1,0,0
207576,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6862.51,0.0,High Value,Aurora,Alberta,Edmonton,0,0,Healthy Active,0.75,6,12,1,0,0
967241,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6857.52,0.0,High Value,Aurora,Quebec,Hull,0,0,Healthy Active,0.75,6,13,1,0,0
730715,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6852.36,0.0,High Value,Aurora,New Brunswick,Moncton,0,0,Healthy Active,0.875,3,22,1,0,0
408990,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6852.0,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,10,1,0,0
327910,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6847.12,0.0,High Value,Nova,Alberta,Calgary,0,0,Healthy Active,0.5833333333333334,10,14,1,0,0
172983,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6846.15,0.0,High Value,Star,Alberta,Banff,0,0,Healthy Active,0.4583333333333333,13,19,1,0,0
668325,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6846.15,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,7,1,0,0
712026,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6846.15,0.0,High Value,Nova,Quebec,Tremblant,0,0,Healthy Active,0.625,9,7,1,0,0
514145,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6842.58,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,18,1,0,0
201683,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6837.93,0.0,High Value,Nova,Alberta,Calgary,0,0,Healthy Active,0.625,9,15,1,0,0
289139,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6837.93,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.8333333333333334,4,22,1,0,0
300051,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6837.54,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.7083333333333334,7,11,1,0,0
703505,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6837.54,0.0,High Value,Nova,Ontario,Toronto,0,1,Recently Active Churn,0.6666666666666666,8,9,1,0,0
853608,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6832.37,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.7083333333333334,7,14,1,0,0
871287,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6832.37,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5,12,6,1,0,0
985757,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6832.11,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.7083333333333334,7,13,1,0,0
361707,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6829.41,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.6666666666666666,8,10,1,0,0
560505,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6827.04,0.0,High Value,Star,Ontario,Thunder Bay,0,0,Healthy Active,0.5,12,10,1,0,0
891810,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6819.23,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5833333333333334,10,3,0,0,0
159680,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6811.58,0.0,High Value,Aurora,Saskatchewan,Regina,0,0,Healthy Active,0.625,9,10,1,0,0
983416,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6796.84,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.8181818181818182,2,54,1,0,0
362055,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6781.27,0.0,High Value,Star,Alberta,Banff,0,0,Healthy Active,0.6666666666666666,8,19,1,0,0
734727,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6778.84,0.0,High Value,Aurora,Quebec,Tremblant,0,0,Healthy Active,0.7916666666666666,5,10,1,0,0
873468,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6769.32,0.0,High Value,Nova,British Columbia,West Vancouver,0,0,Healthy Active,0.7083333333333334,7,7,1,0,0
271043,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6765.8,0.0,High Value,Aurora,Ontario,Ottawa,0,0,Healthy Active,0.5,12,15,1,0,0
356812,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6763.18,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.7916666666666666,5,17,1,0,0
951116,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6756.65,0.0,High Value,Star,Ontario,Toronto,0,1,Recently Active Churn,0.2916666666666667,17,7,0,0,0
183224,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6756.06,0.0,High Value,Aurora,Quebec,Quebec City,0,0,Healthy Active,0.6666666666666666,8,16,1,0,0
283709,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6756.06,0.0,High Value,Aurora,Nova Scotia,Halifax,0,0,Healthy Active,0.25,18,4,0,0,0
796541,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6755.08,0.0,High Value,Aurora,Ontario,Ottawa,0,0,Healthy Active,0.5416666666666666,11,12,1,0,0
675057,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6753.43,0.0,High Value,Aurora,Ontario,Trenton,0,0,Healthy Active,0.5833333333333334,10,7,1,0,0
849330,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6753.43,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,10,1,0,0
882718,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6751.78,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.6666666666666666,8,7,1,0,0
522111,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6748.23,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,13,1,0,0
567261,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6746.43,0.0,High Value,Nova,Manitoba,Winnipeg,0,0,Healthy Active,0.5,12,5,1,0,0
658310,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6746.43,0.0,High Value,Aurora,Quebec,Montreal,0,0,Healthy Active,0.4583333333333333,13,8,0,0,0
410218,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6745.89,0.0,High Value,Nova,British Columbia,Whistler,0,0,Healthy Active,0.625,9,12,0,0,0
916478,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6745.89,0.0,High Value,Aurora,Quebec,Montreal,0,0,Healthy Active,0.5454545454545454,5,29,1,0,0
561481,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6745.25,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,10,0,0,0
642901,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6745.25,0.0,High Value,Aurora,British Columbia,Victoria,0,0,Healthy Active,0.5833333333333334,10,16,1,0,0
402706,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6744.19,0.0,High Value,Nova,Quebec,Tremblant,0,0,Healthy Active,0.5,12,12,1,0,0
557458,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6744.19,0.0,High Value,Nova,New Brunswick,Moncton,0,0,Healthy Active,0.6666666666666666,8,15,1,0,0
570796,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6743.13,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.5833333333333334,10,12,1,0,0
424917,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6743.12,0.0,High Value,Nova,British Columbia,Dawson Creek,0,0,Healthy Active,0.5,12,5,1,0,0
899287,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6743.12,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.5,12,9,1,0,0
686397,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6739.66,0.0,High Value,Aurora,New Brunswick,Fredericton,0,0,Healthy Active,0.6363636363636364,4,65,1,0,0
531976,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6732.97,0.0,High Value,Aurora,British Columbia,Dawson Creek,0,0,Healthy Active,0.5833333333333334,10,17,1,0,0
370877,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6727.62,0.0,High Value,Star,Newfoundland,St. John's,0,0,Healthy Active,0.75,6,14,1,0,0
713299,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6722.7,0.0,High Value,Nova,Nova Scotia,Halifax,0,0,Healthy Active,0.4545454545454545,6,30,1,0,0
120140,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6721.89,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.625,9,4,1,0,0
775768,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6715.59,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.9166666666666666,2,21,1,0,0
358513,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6701.57,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.625,9,9,1,0,0
828988,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6701.57,0.0,High Value,Nova,Alberta,Banff,0,0,Healthy Active,0.5833333333333334,10,5,1,0,0
280216,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6699.28,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.375,15,4,0,0,0
700430,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6699.22,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.8333333333333334,4,15,1,0,0
290091,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6698.97,0.0,High Value,Aurora,Quebec,Tremblant,0,0,Healthy Active,0.5416666666666666,11,8,1,0,0
180216,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6689.02,0.0,High Value,Aurora,New Brunswick,Fredericton,0,0,Healthy Active,0.6666666666666666,8,16,1,0,0
468192,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6689.02,0.0,High Value,Nova,Quebec,Quebec City,0,0,Healthy Active,0.625,9,13,1,0,0
607117,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6689.02,0.0,High Value,Star,Nova Scotia,Halifax,0,0,Healthy Active,0.5416666666666666,11,9,1,0,0
802196,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6689.02,0.0,High Value,Aurora,Quebec,Quebec City,0,0,Healthy Active,0.625,9,6,1,0,0
792332,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6687.59,0.0,High Value,Aurora,Yukon,Whitehorse,0,0,Healthy Active,0.7083333333333334,7,9,1,0,0
937476,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6686.13,0.0,High Value,Aurora,British Columbia,Vancouver,0,0,Healthy Active,0.5833333333333334,10,13,1,0,0
502023,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6685.07,0.0,High Value,Aurora,British Columbia,Whistler,0,0,Healthy Active,0.4166666666666667,14,5,0,0,0
618329,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6685.07,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5833333333333334,10,14,1,0,0
637532,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6680.15,0.0,High Value,Star,Prince Edward Island,Charlottetown,0,0,Healthy Active,0.5833333333333334,10,9,1,0,0
473636,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6677.42,0.0,High Value,Star,Ontario,Trenton,0,0,Healthy Active,0.5833333333333334,10,11,1,0,0
755406,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6674.46,0.0,High Value,Nova,Ontario,Kingston,0,0,Healthy Active,0.375,15,11,0,0,0
643476,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6673.74,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.6363636363636364,4,38,1,0,0
695686,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6672.13,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.7083333333333334,7,11,1,0,0
159688,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6672.06,0.0,High Value,Star,Quebec,Quebec City,0,0,Healthy Active,0.6666666666666666,8,6,1,0,0
159351,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6670.85,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.625,9,13,1,0,0
272551,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6670.85,0.0,High Value,Aurora,British Columbia,Whistler,0,1,Recently Active Churn,0.25,18,8,0,0,0
490932,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6669.18,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.6666666666666666,8,14,1,0,0
207220,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6661.74,0.0,High Value,Nova,Newfoundland,St. John's,0,0,Healthy Active,0.625,9,12,1,0,0
711864,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6661.18,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.6666666666666666,8,14,1,0,0
901690,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6661.18,0.0,High Value,Nova,British Columbia,Vancouver,0,0,Healthy Active,0.625,9,22,1,0,0
325382,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6656.71,0.0,High Value,Nova,Quebec,Hull,0,0,Healthy Active,0.6666666666666666,8,14,1,0,0
711795,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6647.85,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.7083333333333334,7,15,1,0,0
300945,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6646.75,0.0,High Value,Nova,Quebec,Montreal,0,0,Healthy Active,0.625,9,11,1,0,0
890051,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6646.75,0.0,High Value,Star,Manitoba,Winnipeg,0,0,Healthy Active,0.5833333333333334,10,20,1,0,0
575571,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6639.33,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.625,9,11,1,0,0
497281,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6637.23,0.0,High Value,Nova,Ontario,London,0,0,Healthy Active,0.6363636363636364,4,30,1,0,0
562361,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6633.14,0.0,High Value,Nova,Saskatchewan,Regina,0,0,Healthy Active,0.5454545454545454,5,24,1,0,0
874184,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6630.84,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.7916666666666666,5,11,1,0,0
609971,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6627.17,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.5,12,10,0,0,0
152014,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6625.29,0.0,High Value,Nova,Nova Scotia,Halifax,0,0,Healthy Active,0.7916666666666666,5,9,1,0,0
372237,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6624.61,0.0,High Value,Nova,Ontario,Toronto,0,0,Healthy Active,0.625,9,20,1,0,0
100272,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6622.05,0.0,High Value,Star,Ontario,Toronto,0,0,Healthy Active,0.5416666666666666,11,9,1,0,0
491369,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6620.44,0.0,High Value,Aurora,Quebec,Tremblant,0,0,Healthy Active,0.5833333333333334,10,16,1,0,0
885723,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6620.44,0.0,High Value,Nova,New Brunswick,Fredericton,0,0,Healthy Active,0.5416666666666666,11,8,1,0,0
966372,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6617.14,0.0,High Value,Nova,Newfoundland,St. John's,0,0,Healthy Active,0.75,6,16,1,0,0
800878,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6612.62,0.0,High Value,Nova,Ontario,Kingston,0,0,Healthy Active,0.7083333333333334,7,14,1,0,0
956843,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6612.22,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.5416666666666666,11,8,1,0,0
370066,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6611.12,0.0,High Value,Star,Ontario,Trenton,0,0,Healthy Active,0.6666666666666666,8,7,1,0,0
438869,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6610.05,0.0,High Value,Nova,New Brunswick,Fredericton,0,0,Healthy Active,0.5,12,9,1,0,0
501602,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6600.48,0.0,High Value,Nova,Ontario,Sudbury,0,0,Healthy Active,0.5833333333333334,10,17,1,0,0
132935,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6595.1,0.0,High Value,Nova,Ontario,Ottawa,0,0,Healthy Active,0.6666666666666666,8,7,1,0,0
663133,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6575.54,0.0,High Value,Aurora,Manitoba,Winnipeg,0,0,Healthy Active,0.6666666666666666,8,13,1,0,0
862100,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6575.54,0.0,High Value,Star,Quebec,Montreal,0,0,Healthy Active,0.8333333333333334,4,12,1,0,0
340925,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6575.45,0.0,High Value,Star,Ontario,Sudbury,0,0,Healthy Active,0.75,6,13,1,0,0
637396,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6570.97,0.0,High Value,Aurora,Ontario,Thunder Bay,0,0,Healthy Active,0.5833333333333334,10,8,1,0,0
933053,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6568.76,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.5454545454545454,5,30,1,0,0
318199,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6563.64,0.0,High Value,Aurora,Ontario,Toronto,0,0,Healthy Active,0.5,12,7,0,0,0
485742,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6560.82,0.0,High Value,Star,Yukon,Whitehorse,0,0,Healthy Active,0.5833333333333334,10,14,1,0,0
371159,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6559.35,0.0,High Value,Nova,Ontario,Trenton,0,0,Healthy Active,0.6666666666666666,8,8,1,0,0
611673,Healthy / Monitor,Monitor only,Low Priority,10,No Recovery Action Needed,0,6559.35,0.0,High Value,Star,British Columbia,Vancouver,0,0,Healthy Active,0.5833333333333334,10,17,1,0,0
